title,views,time-stamp-upload-milliseconds,time-stamp,date-time-hr,upload-time-hr,upload-time-stamp,description,video-length,video-length-milliseconds,channel
Kamala Harris blasted for ignoring Nashville victims' families during recent trip,149478,79667000,1681232625197, 2023-04-11 19:03:45.197000, 2023-04-10 20:55:58.197000,1681152958197, 'Outnumbered' panelists criticize Vice President Kamala Harris for praising the 'courage' of the expelled Tennessee Democrats and politicizing the shooting. #FoxNews\n\nSubscribe to Fox News!..., 7 minutes 47 seconds,467000,Fox-News
Thailand election 2023: Excitement fear as polls open,27366,86814000,1684149996764, 2023-05-15 13:26:36.764000, 2023-05-14 13:19:42.764000,1684063182764, Voting began at 8am local time (01:00 GMT) on Sunday and will close at 5pm (10:00 GMT).\nAbout 52 million voters are choosing members of a new 500-seat House of Representatives for the next..., 6 minutes 54 seconds,414000,Al-Jazeera-English
Xi Meets Representatives of Overseas Chinese,22313,86530000,1683715334477, 2023-05-10 12:42:14.477000, 2023-05-09 12:40:04.477000,1683628804477, Xi Jinping general secretary of the Communist Party of China (CPC) Central Committee and Chinese president on Monday met with representatives to the 10th Conference for Friendship of Overseas..., 2 minutes 10 seconds,130000,CCTV-Video-News-Agency
Tucker: This is just embarrassing,387773,86879000,1680884178988, 2023-04-07 18:16:18.988000, 2023-04-06 18:08:19.988000,1680797299988, Tucker Carlson addresses the possible impact of newly elected Chicago Mayor Brandon Johnson's policies and the crime crisis in San Francisco. #FoxNews\n\nSubscribe to Fox News! https://bit.ly/2vBUvAS..., 7 minutes 59 seconds,479000,Fox-News
Suspect at large in Texas after 5 fatally shot 'execution style',333884,173217000,1683066347038, 2023-05-03 00:25:47.038000, 2023-05-01 00:18:50.038000,1682893130038, A gunman is still at large after allegedly fatally shooting five people including an 8-year-old in a Cleveland Texas home after a rampage that started with a noise complaint about gunfire..., 6 minutes 57 seconds,417000,CNN-News
Harry Belafonte US actor and civil rights activist dies at 96,1326,86583000,1682592888617, 2023-04-27 12:54:48.617000, 2023-04-26 12:51:45.617000,1682506305617, Harry Belafonte a singer songwriter and groundbreaking actor who started his entertainment career belting Day O in his 1950s hit song “Banana Boat” before turning to political activism..., 3 minutes 3 seconds,183000,Al-Jazeera-English
This fight is working class Americans vs corporate giants: Joe Piscopo,2733,1958000,1683131563461, 2023-05-03 18:32:43.461000, 2023-05-03 18:00:05.461000,1683129605461, Former 'SNL' cast member and WGA member Joe Piscopo explains his support for the Writers Guild of America going on strike after failing to reach a deal for better pay. #FoxNews\n\nSubscribe to..., 4 minutes 38 seconds,278000,Fox-News
Zelensky tells G7 summit Russia does not occupy Bakhmut - BBC News,122507,259581000,1685009951684, 2023-05-25 12:19:11.684000, 2023-05-22 12:12:50.684000,1684750370684," Ukrainian President Volodymyr Zelensky has insisted Bakhmut \""is not occupied\"" by Russia after a Moscow-backed mercenary group had claimed control.\n\nUkraine's president was speaking during a...", 6 minutes 21 seconds,381000,BBC-News
CNN CEO Chris Licht out after controversial tenure,118809,83079000,1686230044091, 2023-06-08 15:14:04.091000, 2023-06-07 16:09:25.091000,1686146965091, Fox News contributor Joe Concha joined 'America's Newsroom' to discuss his reaction to the news and why he believes he was 'in over his head.' #FoxNews \n\nSubscribe to Fox News! https://bit.ly/2vBUv..., 4 minutes 39 seconds,279000,Fox-News
Finland’s Sanna Marin faces tough challenge in re-election bid,4270,86533000,1680625152375, 2023-04-04 18:19:12.375000, 2023-04-03 18:16:59.375000,1680538619375, Voters in Finland are casting their ballots to elect members of a new parliament in what opinion polls suggest will be tough competition for Prime Minister Sanna Marin’s Social Democrats..., 2 minutes 13 seconds,133000,Al-Jazeera-English
Netherlands: A ferry turned refugee shelter | Focus on Europe,51790,259529000,1684337725853, 2023-05-17 17:35:25.853000, 2023-05-14 17:29:56.853000,1684078196853, A ferry is housing up to 1000 migrants in the port of the Dutch town of Velsen. The authorities chartered the ship because housing for refugees is scarce on land. Some local residents don't..., 5 minutes 29 seconds,329000,DW-News
Zelenskyy denies Russian claim Ukraine tried to assassinate Putin,29944,86566000,1683293047656, 2023-05-05 15:24:07.656000, 2023-05-04 15:21:21.656000,1683206481656, Russia has accused Ukraine of attempting an overnight drone attack on the Kremlin with the aim of killing President Vladimir Putin the most dramatic charge Moscow has levelled against Kyiv..., 2 minutes 46 seconds,166000,Al-Jazeera-English
The next stage of the war in Ukraine: Analyzing Kyiv’s strategy | DW News,1001041,260520000,1682425814366, 2023-04-25 14:30:14.366000, 2023-04-22 14:08:14.366000,1682165294366, Ukraine’s long-awaited counteroffensive against Russia’s occupying forces could begin very soon. What are the lessons from the grueling battle for Bakhmut? How has Ukraine’s defense of..., 22 minutes 33 seconds,1353000,DW-News
Gutfeld: This college president got slammed for his Twitter likes,152983,86927000,1683414704871, 2023-05-07 01:11:44.871000, 2023-05-06 01:02:57.871000,1683327777871, 'Gutfeld!' panelists react to criticism facing Thomas Jefferson University president Mark Tykocinski after it became known he liked tweets that pushed back on ‘child mutilation’ and cast..., 8 minutes 47 seconds,527000,Fox-News
Iraqi parliament passes controversial vote law amendments,4749,86516000,1680076078350, 2023-03-29 09:47:58.350000, 2023-03-28 09:46:02.350000,1679989562350, Iraqi lawmakers passed controversial amendments to the country’s election law that could undermine the chances for smaller parties and independent candidates to win seats in future polls...., 1 minute 56 seconds,116000,Al-Jazeera-English
Taking oil companies to task for contamination of the Niger Delta | DW News,16497,259939000,1684878712545, 2023-05-23 23:51:52.545000, 2023-05-20 23:39:33.545000,1684618773545, The discovery of oil in Nigeria was meant to transform the nation's fortunes by bringing prosperity. Nearly seventy years on it has been the main driver of the economy but at a heavy cost...., 12 minutes 19 seconds,739000,DW-News
See tense exchange between Graham and Bash over abortion,568606,173445000,1682499562141, 2023-04-26 10:59:22.141000, 2023-04-24 10:48:37.141000,1682326117141, CNN's Dana Bash presses Sen. Lindsey Graham (R-SC) about his stance on whether states or the federal government should have a say in restricting late-term abortions. #CNN #News, 10 minutes 45 seconds,645000,CNN-News
McEnany: We may all pay for this crisis soon,143301,86923000,1684527970145, 2023-05-19 22:26:10.145000, 2023-05-18 22:17:27.145000,1684441047145, 'Outnumbered' panelists discuss the outrage over New York City officials' decision to temporarily house migrants in school gyms. #FoxNews\n\nSubscribe to Fox News! https://bit.ly/2vBUvAS\nWatch..., 8 minutes 43 seconds,523000,Fox-News
Reporter asks senator about 3-month absence. Hear her surprising response,89611,86669000,1684489903644, 2023-05-19 11:51:43.644000, 2023-05-18 11:47:14.644000,1684403234644, Los Angeles Times reporter Benjamin Oreskes tells CNN This Morning about Sen. Dianne Feinstein's (D-CA) response to being asked about her almost three-month absence. #CNN #News, 4 minutes 29 seconds,269000,CNN-News
Seen and Unseen: Oprah took a page from Biden’s book,64139,86762000,1684306900969, 2023-05-17 09:01:40.969000, 2023-05-16 08:55:38.969000,1684220138969, Fox News' Raymond Arroyo has the latest on woke video games and the top three moments from commencement addresses on 'The Ingraham Angle.' #foxnews #fox #ingrahamangle \n\nSubscribe to Fox News!..., 6 minutes 2 seconds,362000,Fox-News
Karl Rove: This is the problem for Joe Biden,62825,75921000,1685533032469, 2023-05-31 13:37:12.469000, 2023-05-30 16:31:51.469000,1685457111469, Fox News contributor Karl Rove dissects the early stages of the 2024 campaign season on ‘America's Newsroom.’ #foxnews \n\nSubscribe to Fox News! https://bit.ly/2vBUvAS\nWatch more Fox News..., 5 minutes 21 seconds,321000,Fox-News
Headlines - US Debt | Sudan Fighting | Senegal Politics | Ukraine War | Zimbabwe Elections,5302,86530000,1685785647682, 2023-06-03 11:47:27.682000, 2023-06-02 11:45:17.682000,1685699117682, Stay informed with Al Jazeera's latest news.\nIn this video we'll share the latest news headlines from Al Jazeera. From international news to local stories.\n\n0:00 - US Debt ceiling\n0:31 - Sudan..., 2 minutes 10 seconds,130000,Al-Jazeera-English
China Saudi Arabia Start Joint Construction of Fine Chemicals and Raw Materials Project,8043,86495000,1680257039314, 2023-03-31 12:03:59.314000, 2023-03-30 12:02:24.314000,1680170544314, Oil giant Saudi Aramco and Chinese firms on Wednesday officially started the joint construction of a fine chemicals and raw materials project in Panjin City northeast China's Liaoning Province..., 1 minute 35 seconds,95000,CCTV-Video-News-Agency
Classic car owners modernise with electric conversions | Al Jazeera Newsfeed,2587,86501000,1685861771765, 2023-06-04 08:56:11.765000, 2023-06-03 08:54:30.765000,1685775270765, Despite a reputation for not embracing change classic car owners in the United States are swapping their petrol engines for electric motors.\r\n\r\nSubscribe to our channel  http://bit.ly/AJSubscribe..., 1 minute 41 seconds,101000,Al-Jazeera-English
Imran Khan arrest: Ex-Pakistan PM arrives in court,62361,86582000,1684002042653, 2023-05-13 20:20:42.653000, 2023-05-12 20:17:40.653000,1683915460653, Detained former Pakistan Prime Minister Imran Khan has arrived in court after the Supreme Court ruled his arrest earlier this week “unlawful”.\nThe dramatic arrest on Tuesday triggered clashes..., 3 minutes 2 seconds,182000,Al-Jazeera-English
Signalling system error led to deadly train crash: India minister,12014,86634000,1685983438626, 2023-06-05 18:43:58.626000, 2023-06-04 18:40:04.626000,1685896804626, The derailment of trains on Friday in eastern India that killed at least 288 people and injured more than 800 was caused by an error in the electronic signalling system that sent the trains..., 3 minutes 54 seconds,234000,Al-Jazeera-English
Iran-Indonesia trads talks: Presidents meet to strengthen economic relations,62476,86580000,1684916743144, 2023-05-24 10:25:43.144000, 2023-05-23 10:22:43.144000,1684830163144, Indonesian President Joko Widodo is hosting Iran's President Ebrahim Raisi to strengthen economic ties.\nThe two presidents are expected to sign the Indonesia-Iran preferential trade agreement...., 3 minutes,180000,Al-Jazeera-English
Congressman rips into Biden’s green agenda,45752,86551000,1679884162627, 2023-03-27 04:29:22.627000, 2023-03-26 04:26:51.627000,1679797611627, Rep. Jeff Van Drew R-N.J. discusses how the Democratic green agenda is actually harming our oceans and posing a national security risk on ‘Jesse Watters Primetime.’\n\nSubscribe to Fox..., 2 minutes 31 seconds,151000,Fox-News
Tom Cotton warns of 'very damaging' US intel docs leak,88455,79610000,1681212662307, 2023-04-11 13:31:02.307000, 2023-04-10 15:24:12.307000,1681133052307, Sen. Tom Cotton R-Ark. on leaked intel documents and showing financial and military support for Ukraine and Taiwan. #FoxNews\n\nSubscribe to Fox News! https://bit.ly/2vaBUvAS\nWatch more Fox..., 6 minutes 50 seconds,410000,Fox-News
1200 people in danger on two boats in the Mediterranean | DW News,32130,259779000,1681505663511, 2023-04-14 22:54:23.511000, 2023-04-11 22:44:44.511000,1681245884511, Rescue efforts are underway to help 1200 people adrift on two boats in the Mediterranean Sea between Italy and Greece. \nThe Italian coastguard says its vessels are coordinating the rescue..., 9 minutes 39 seconds,579000,DW-News
Germany's special relationship with Israel | DW News,29267,346023000,1683116128389, 2023-05-03 14:15:28.389000, 2023-04-29 14:08:25.389000,1682770105389, After the Holocaust the mass murder of 6 million Jews by Nazi Germany a special relationship has developed between Germany and Israel. It took decades of rapprochement for the two countries..., 7 minutes 3 seconds,423000,DW-News
Cannes 2023: A third of films directed by women,2206,86549000,1684492624087, 2023-05-19 12:37:04.087000, 2023-05-18 12:34:35.087000,1684406075087, The Cannes Film Festival this year honours women. \nFor the first time a third of the competing movies are directed by female filmmakers.\nBut it has opened with a controversial one Jeanne..., 2 minutes 29 seconds,149000,Al-Jazeera-English
Emergency crews look for survivors after Colombian mine explosion,7778,86485000,1682321279603, 2023-04-24 09:27:59.603000, 2023-04-23 09:26:34.603000,1682234794603, Emergency crews in Colombia are hoping to rescue four trapped miners.\nA build-up of gases caused an explosion overnight trapping the men and killing three others.\nAl Jazeera’s Katia Lopez-Hodoya..., 1 minute 25 seconds,85000,Al-Jazeera-English
US: Republican presidential hopefuls take stage at NRA convention,2660,86522000,1681710486162, 2023-04-17 07:48:06.162000, 2023-04-16 07:46:04.162000,1681623964162, In Indianapolis the National Rifle Association is holding its annual convention with some high-profile names including former President Donald Trump. \r\nRepublican presidential candidates..., 2 minutes 2 seconds,122000,Al-Jazeera-English
Investigating Russian crimes in Bucha: Identifying those responsible | DW News,10417,259457000,1680637835332, 2023-04-04 21:50:35.332000, 2023-04-01 21:46:18.332000,1680378378332, We speak with Arie Mora a lawyer at an NGO called the Ukrainian Legal Advisory Group which is a member of an alliance of human rights organizations called the Ukraine 5AM Coalition. They..., 4 minutes 17 seconds,257000,DW-News
